file,precision,registers,version,block,sort,kernel time,total time,memory
1_RAND_100000,double,-,3,64,h,7934042,7947175,1932218744
1_RAND_100000,double,-,3,64,H,7874758,7887904,1937490296
1_RAND_100000,double,-,3,128,-,14952293,14964408,3457921116
1_RAND_100000,double,-,3,128,w,6336805,6348541,2049219292
1_RAND_100000,double,-,3,128,W,6280117,6291764,2047560412
1_RAND_100000,double,-,3,128,h,8016140,8027758,2070010588
1_RAND_100000,double,-,3,128,H,7990266,8001881,2079214300
1_RAND_100000,double,-,4,64,-,14497745,14508682,3379469616
1_RAND_100000,double,-,4,64,w,6596662,6609860,1859561392
1_RAND_100000,double,-,4,64,W,6453402,6466425,1859561392
1_RAND_100000,double,-,4,64,h,7634972,7648041,1860664240
1_RAND_100000,double,-,4,64,H,7620498,7633515,1860664240
1_RAND_100000,double,-,4,128,-,14112358,14125315,3379469616
1_RAND_100000,double,-,4,128,w,6570384,6583435,1859561392
1_RAND_100000,double,-,4,128,W,6436778,6449851,1859561392
1_RAND_100000,double,-,4,128,h,7675385,7688441,1860664240
1_RAND_100000,double,-,4,128,H,7655662,7668712,1860664240
4_SKEWED_100000,float,-,1,64,-,1279044,1285547,239327356
4_SKEWED_100000,float,-,1,64,w,1582862,1592961,239727356
4_SKEWED_100000,float,-,1,64,W,1769006,1779068,239727356
4_SKEWED_100000,float,-,1,64,h,1581630,1591557,239727356
4_SKEWED_100000,float,-,1,64,H,1618196,1628072,239727356
4_SKEWED_100000,float,-,1,128,-,1238701,1244919,239327356
4_SKEWED_100000,float,-,1,128,w,1544159,1554052,239727356
4_SKEWED_100000,float,-,1,128,W,1736384,1746502,239727356
4_SKEWED_100000,float,-,1,128,h,1657365,1667247,239727356
4_SKEWED_100000,float,-,1,128,H,1644264,1654153,239727356
4_SKEWED_100000,float,-,2,64,-,2206064,2217014,1721995276
4_SKEWED_100000,float,-,2,64,w,828773,842800,1722395276
4_SKEWED_100000,float,-,2,64,W,773793,787822,1722395276
4_SKEWED_100000,float,-,2,64,h,871304,885329,1722395276
4_SKEWED_100000,float,-,2,64,H,833957,848191,1722395276
4_SKEWED_100000,float,-,2,128,-,2213006,2223953,1721995276
4_SKEWED_100000,float,-,2,128,w,839264,853289,1722395276
4_SKEWED_100000,float,-,2,128,W,786210,800247,1722395276
4_SKEWED_100000,float,-,2,128,h,894357,908390,1722395276
4_SKEWED_100000,float,-,2,128,H,864444,878482,1722395276
4_SKEWED_100000,float,-,3,64,-,2233336,2240998,952757584
4_SKEWED_100000,float,-,3,64,w,823594,834122,246533072
4_SKEWED_100000,float,-,3,64,W,765754,776314,245685200
4_SKEWED_100000,float,-,3,64,h,862090,871813,246947792
4_SKEWED_100000,float,-,3,64,H,831478,841361,246284240
4_SKEWED_100000,float,-,3,128,-,2237631,2244002,1264201652
4_SKEWED_100000,float,-,3,128,w,842344,851246,252242484
terminate called after throwing an instance of 'thrust::system::system_error'
  what():  radix_sort: failed on 1st step: an illegal memory access was encountered
4_SKEWED_100000,double,-,1,64,-,1444019,1450603,472134216
4_SKEWED_100000,double,-,1,64,w,1592460,1602808,472534216
4_SKEWED_100000,double,-,1,64,W,1675911,1686330,472534216
4_SKEWED_100000,double,-,1,64,h,1492004,1502430,472534216
4_SKEWED_100000,double,-,1,64,H,1472010,1482537,472534216
4_SKEWED_100000,double,-,1,128,-,1458824,1465396,472134216
4_SKEWED_100000,double,-,1,128,w,1525937,1536271,472534216
4_SKEWED_100000,double,-,1,128,W,1689501,1699935,472534216
4_SKEWED_100000,double,-,1,128,h,1584622,1594986,472534216
4_SKEWED_100000,double,-,1,128,H,1549729,1560071,472534216
4_SKEWED_100000,double,-,2,64,-,2441148,2454896,3437658792
4_SKEWED_100000,double,-,2,64,w,992319,1011365,3438058792
4_SKEWED_100000,double,-,2,64,W,898718,917728,3438058792
4_SKEWED_100000,double,-,2,64,h,1044921,1063918,3438058792
4_SKEWED_100000,double,-,2,64,H,977650,996657,3438058792
4_SKEWED_100000,double,-,2,128,-,2688466,2702236,3437658792
4_SKEWED_100000,double,-,2,128,w,1000931,1019944,3438058792
4_SKEWED_100000,double,-,2,128,W,919112,938107,3438058792
4_SKEWED_100000,double,-,2,128,h,1070349,1089351,3438058792
4_SKEWED_100000,double,-,2,128,H,1006498,1025502,3438058792
4_SKEWED_100000,double,-,3,64,-,2425286,2435190,1898764652
4_SKEWED_100000,double,-,3,64,w,976193,987234,485946348
4_SKEWED_100000,double,-,3,64,W,892030,903047,484189164
4_SKEWED_100000,double,-,3,64,h,1006287,1017297,486548460
4_SKEWED_100000,double,-,3,64,H,957421,968451,485239788
4_SKEWED_100000,double,-,3,128,-,2692512,2704146,2521662160
4_SKEWED_100000,double,-,3,128,w,973178,987332,497589584
1_RAND_65536_zero_EU,float,-,1,128,-,14253614,14258163,571641244
1_RAND_65536_zero_EU,float,-,1,128,h,15292821,15300320,571903388
1_RAND_65536_zero_EU,float,-,2,128,-,8481052,8487169,1122566236
1_RAND_65536_zero_EU,float,-,2,128,h,4233391,4242036,1122828380
1_RAND_65536_zero_EU,float,-,3,128,-,8264077,8270619,1116991580
1_RAND_65536_zero_EU,float,-,3,128,h,4168865,4177854,701894748
1_RAND_65536_zero_EU,float,-,4,128,-,7973914,7982328,1091793500
1_RAND_65536_zero_EU,float,-,4,128,h,4112285,4122656,608161884
1_RAND_65536_zero_EU,double,-,1,128,-,10168555,10173931,1141069752
1_RAND_65536_zero_EU,double,-,1,128,h,14979000,14988468,1141331896
1_RAND_65536_zero_EU,double,-,2,128,-,10859154,10865373,2242969752
1_RAND_65536_zero_EU,double,-,2,128,h,5612114,5626579,2243231896
1_RAND_65536_zero_EU,double,-,3,128,-,10064792,10076419,2231552152
1_RAND_65536_zero_EU,double,-,3,128,h,5456329,5467931,1401071768
1_RAND_65536_zero_EU,double,-,4,128,-,9524459,9538206,2181137560
1_RAND_65536_zero_EU,double,-,4,128,h,5323696,5340094,1213587608
2_RANDCONSTHEIGHT_65536_zero_EU,float,-,1,128,-,1976585,1980507,439047052
2_RANDCONSTHEIGHT_65536_zero_EU,float,-,1,128,h,1904331,1910731,439309196
2_RANDCONSTHEIGHT_65536_zero_EU,float,-,2,128,-,2193364,2197919,836304988
2_RANDCONSTHEIGHT_65536_zero_EU,float,-,2,128,h,64876,71831,836567132
2_RANDCONSTHEIGHT_65536_zero_EU,float,-,3,128,-,2026828,2032293,831842396
2_RANDCONSTHEIGHT_65536_zero_EU,float,-,3,128,h,66097,73140,440338524
