file,precision,registers,version,block,sort,kernel time,total time,memory
1_RAND_100000_zero_EU,float,32,1,512,-,10573836,10577293,486969692
1_RAND_100000_zero_EU,float,32,1,512,h,12724071,12728553,487361068
1_RAND_100000_zero_EU,float,32,1,512,H,12736092,12740886,487361068
1_RAND_100000_zero_EU,float,32,2,512,-,10482545,10486227,486969692
1_RAND_100000_zero_EU,float,32,2,512,h,12721882,12726588,487361068
1_RAND_100000_zero_EU,float,32,2,512,H,12733762,12738241,487361068
1_RAND_100000_zero_EU,float,32,3,512,-,7828819,7832344,305556168
1_RAND_100000_zero_EU,float,32,3,512,h,8335262,8339896,250274716
1_RAND_100000_zero_EU,float,32,3,512,H,8289971,8294592,250274716
1_RAND_100000_zero_EU,double,-,1,512,-,35760606,35766224,970169724
1_RAND_100000_zero_EU,double,-,1,512,h,32437114,32442606,970561124
1_RAND_100000_zero_EU,double,-,1,512,H,32511717,32516886,970561124
1_RAND_100000_zero_EU,double,-,2,512,-,36119524,36123363,970169724
1_RAND_100000_zero_EU,double,-,2,512,h,32654338,32659380,970561124
1_RAND_100000_zero_EU,double,-,2,512,H,32709398,32714578,970561124
1_RAND_100000_zero_EU,double,-,3,512,-,26434316,26438573,607085052
1_RAND_100000_zero_EU,double,-,3,512,h,22720031,22725246,496127440
1_RAND_100000_zero_EU,double,-,3,512,H,22719628,22724704,496127440
1_RAND_100000_zero_EU,double,32,1,512,-,27372815,27376985,970169724
1_RAND_100000_zero_EU,double,32,1,512,h,38870552,38875621,970561124
1_RAND_100000_zero_EU,double,32,1,512,H,38971243,38976441,970561124
1_RAND_100000_zero_EU,double,32,2,512,-,27347378,27351145,970169724
1_RAND_100000_zero_EU,double,32,2,512,h,38576410,38581332,970561124
1_RAND_100000_zero_EU,double,32,2,512,H,38678851,38683953,970561124
1_RAND_100000_zero_EU,double,32,3,512,-,20361230,20365794,607085052
1_RAND_100000_zero_EU,double,32,3,512,h,29574399,29579642,496127440
1_RAND_100000_zero_EU,double,32,3,512,H,29589341,29594121,496127440
1_RAND_65536,float,-,1,512,-,9586282,9588696,338583476
1_RAND_65536,float,-,1,512,h,9832743,9836055,338839744
1_RAND_65536,float,-,1,512,H,9837110,9840420,338839744
1_RAND_65536,float,-,2,512,-,9653044,9655433,338583476
1_RAND_65536,float,-,2,512,h,9872191,9875474,338839744
1_RAND_65536,float,-,2,512,H,9878509,9882094,338839744
1_RAND_65536,float,-,3,512,-,6935597,6937879,219184440
1_RAND_65536,float,-,3,512,h,6148177,6151445,183129364
1_RAND_65536,float,-,3,512,H,6148338,6151614,183129316
1_RAND_65536,float,32,1,512,-,7129080,7132005,338583476
1_RAND_65536,float,32,1,512,h,8531769,8535030,338839744
1_RAND_65536,float,32,1,512,H,8553635,8556833,338839744
1_RAND_65536,float,32,2,512,-,7094309,7096656,338583476
1_RAND_65536,float,32,2,512,h,8566191,8569455,338839744
1_RAND_65536,float,32,2,512,H,8598745,8601993,338839744
1_RAND_65536,float,32,3,512,-,5416601,5418855,219184440
1_RAND_65536,float,32,3,512,h,5824124,5827426,183129364
1_RAND_65536,float,32,3,512,H,5807569,5810802,183129316
1_RAND_65536,double,-,1,512,-,24307059,24310355,668215664
1_RAND_65536,double,-,1,512,h,21985233,21989055,668471932
1_RAND_65536,double,-,1,512,H,21949211,21953451,668471932
1_RAND_65536,double,-,2,512,-,24507379,24510186,668215664
1_RAND_65536,double,-,2,512,h,22117089,22120852,668471932
1_RAND_65536,double,-,2,512,H,22081466,22085235,668471932
1_RAND_65536,double,-,3,512,-,18158729,18161428,429241188
1_RAND_65536,double,-,3,512,h,15629647,15633233,356880640
1_RAND_65536,double,-,3,512,H,15586723,15591098,356880544
1_RAND_65536,double,32,1,512,-,18747332,18750255,668215664
1_RAND_65536,double,32,1,512,h,26641729,26645945,668471932
1_RAND_65536,double,32,1,512,H,26614318,26618282,668471932
1_RAND_65536,double,32,2,512,-,18731465,18734314,668215664
1_RAND_65536,double,32,2,512,h,26459954,26463816,668471932
1_RAND_65536,double,32,2,512,H,26439961,26444010,668471932
1_RAND_65536,double,32,3,512,-,14177460,14180185,429241188
1_RAND_65536,double,32,3,512,h,20795948,20799544,356880640
1_RAND_65536,double,32,3,512,H,20764254,20767829,356880544
2_RANDCONSTHEIGHT_100000,float,-,1,512,-,1710113,1713705,54969128
2_RANDCONSTHEIGHT_100000,float,-,1,512,h,1683970,1687775,55361080
2_RANDCONSTHEIGHT_100000,float,-,1,512,H,1657711,1661646,55361080
2_RANDCONSTHEIGHT_100000,float,-,2,512,-,1719857,1722814,54969128
2_RANDCONSTHEIGHT_100000,float,-,2,512,h,1691955,1695796,55361080
2_RANDCONSTHEIGHT_100000,float,-,2,512,H,1666333,1670077,55361080
2_RANDCONSTHEIGHT_100000,float,-,3,512,-,1705758,1709189,55238160
2_RANDCONSTHEIGHT_100000,float,-,3,512,h,1679642,1684511,55622068
2_RANDCONSTHEIGHT_100000,float,-,3,512,H,1653652,1657567,55622068
2_RANDCONSTHEIGHT_100000,float,32,1,512,-,1198585,1201343,54969128
2_RANDCONSTHEIGHT_100000,float,32,1,512,h,1896124,1899996,55361080
2_RANDCONSTHEIGHT_100000,float,32,1,512,H,1866348,1870117,55361080
2_RANDCONSTHEIGHT_100000,float,32,2,512,-,1192349,1195613,54969128
2_RANDCONSTHEIGHT_100000,float,32,2,512,h,1894757,1898635,55361080
2_RANDCONSTHEIGHT_100000,float,32,2,512,H,1863101,1866842,55361080
2_RANDCONSTHEIGHT_100000,float,32,3,512,-,1241692,1244671,55238160
2_RANDCONSTHEIGHT_100000,float,32,3,512,h,1976161,1980269,55622068
2_RANDCONSTHEIGHT_100000,float,32,3,512,H,1924666,1928636,55622068
2_RANDCONSTHEIGHT_100000,double,-,1,512,-,4442626,4445649,104569168
2_RANDCONSTHEIGHT_100000,double,-,1,512,h,4259627,4263645,104961132
2_RANDCONSTHEIGHT_100000,double,-,1,512,H,4252009,4256033,104961132
2_RANDCONSTHEIGHT_100000,double,-,2,512,-,4459854,4462974,104569168
2_RANDCONSTHEIGHT_100000,double,-,2,512,h,4274680,4278713,104961132
2_RANDCONSTHEIGHT_100000,double,-,2,512,H,4266702,4270902,104961132
2_RANDCONSTHEIGHT_100000,double,-,3,512,-,4453519,4457303,104838180
2_RANDCONSTHEIGHT_100000,double,-,3,512,h,4271475,4275585,105222112
2_RANDCONSTHEIGHT_100000,double,-,3,512,H,4266259,4270320,105222112
2_RANDCONSTHEIGHT_100000,double,32,1,512,-,3262040,3265030,104569168
2_RANDCONSTHEIGHT_100000,double,32,1,512,h,5234096,5238252,104961132
2_RANDCONSTHEIGHT_100000,double,32,1,512,H,5211353,5216017,104961132
2_RANDCONSTHEIGHT_100000,double,32,2,512,-,3250419,3254091,104569168
2_RANDCONSTHEIGHT_100000,double,32,2,512,h,5210935,5215821,104961132
2_RANDCONSTHEIGHT_100000,double,32,2,512,H,5186822,5191423,104961132
